Date,SRC,ID,loan_amnt,int_rate,installment,grade_new,annual_inc,verification_status_new,addr_state,fico_pct_change_new,revol_bal,revol_util,total_pymnt,total_rec_prncp,total_rec_int,last_pymnt_amnt,tot_cur_bal,total_rev_hi_lim,avg_cur_bal,tot_hi_cred_lim,total_bal_ex_mort,total_il_high_credit_limit,loan_status_new
2/1/2014,Reuters,11366982,11550,10.99,378.08,1,120000,1,TX,1,12886,43.7,13610.77347,11550,2060.77,377.97,12886,29500,2148,29500,12886,0,0
3/1/2014,Fake,13127838,6250,19.99,232.25,0,65000,0,VA,0,2262,19.8,8360.539116,6250,2110.54,231.79,244864,11400,27207,284820,67697,91771,0
7/1/2015,BBG,55081427,5600,9.99,180.67,1,35000,1,TN,0,9371,92.8,5228.55,4376.4,852.15,180.67,10133,10100,2533,12444,10133,0,0
3/1/2016,S&P,75778944,29575,11.47,974.85,1,65000,1,CO,0,36147,89,19478.15,15175.38,4302.77,974.85,74029,40600,10576,95791,74029,55191,0
10/1/2014,Reuters,30265069,10200,16.29,249.62,0,37000,0,SC,0,46661,44.5,9476.33,5480.04,3996.29,249.62,126086,79200,7417,189708,58798,17708,0
4/1/2017,Fake,106789233,10000,7.49,311.02,1,54000,0,OK,0,8895,22.2,10423.05615,10000,423.06,8565.26,33773,40100,2814,72934,33773,32834,0
6/1/2016,BBG,80669131,24000,5.32,722.76,1,75000,1,FL,0,11096,26.9,13002.59,11522.61,1479.98,722.76,298556,41300,22966,336300,11096,0,0
10/1/2012,S&P,1614495,6000,14.09,205.33,1,50000,1,CA,0,11903,86.9,7391.797672,6000,1391.8,205.24,213653,13700,21365,228646,37481,33297,0
3/1/2013,Reuters,3702094,5500,18.75,200.92,0,30000,1,NY,0,6856,62.9,6843.158067,5500,1343.16,3025.68,23681,10900,2153,36206,23681,25306,0
3/1/2016,Fake,73508406,8475,21.18,320.08,0,25000,1,MA,0,2790,20.7,1467.23,344,276.22,320.08,54443,13500,9074,72832,54443,59332,1
2/1/2016,BBG,71884319,30000,7.39,931.68,1,125000,1,KY,1,5866,12.6,30463.75,30000,463.75,29544.39,185514,46500,26502,229500,20281,15000,0
3/1/2017,S&P,103267263,10000,12.74,335.69,1,54000,1,NV,0,6110,49,2678.44,1905.89,772.55,335.69,196535,12500,39307,205844,34836,29344,0
10/1/2014,Reuters,32749720,15000,7.12,463.98,1,60000,0,NV,1,11006,48.3,6616.6,4249.35,848.5,463.98,249286,22800,24929,289608,50844,62910,1
8/1/2016,Fake,85892501,10000,13.49,339.31,1,46000,1,ID,0,8765,90.4,5414.14,3953.03,1461.11,339.31,10665,9700,2133,11600,10665,1900,0
2/1/2015,BBG,40634164,18275,18.25,662.98,0,45760,1,FL,0,19534,46.8,22555.94,16944.26,5578.53,662.98,74759,41700,4984,109780,74759,68080,0
10/1/2016,S&P,91404349,1000,9.49,32.03,1,51000,0,PA,0,2284,19.5,447.37,355.62,91.75,32.03,64531,12200,5378,86726,24756,28677,0
6/1/2015,Reuters,52331456,3500,15.61,122.38,0,72000,1,CA,0,20165,84.4,4209.772229,3500,709.77,1992.47,306972,23900,11807,330008,156218,137108,0
8/1/2017,Fake,115045289,35000,10.91,1144.37,1,190000,1,PA,0,56952,56.8,4535.05,3349.99,1185.06,1144.37,598998,100300,24958,655398,274687,222783,0
5/1/2013,BBG,4548712,9500,18.49,345.79,0,45000,1,TX,0,6453,82.7,12017.36,9500,2517.36,4409.98,49077,7800,7011,56708,49077,48908,0
2/1/2016,S&P,70857327,13225,16.29,466.85,0,72000,1,AK,0,10311,38,14618.72,13225,1393.72,11320.21,476163,27100,43288,528470,54024,52161,0
5/1/2017,Reuters,106520315,21375,12.74,483.51,1,55000,1,NJ,0,12335,56.3,3754.62,2130.55,1624.07,483.51,84313,21900,8431,91318,84313,64000,0
5/1/2016,Fake,77587406,7000,14.46,240.82,1,76000,1,PA,0,24441,43.3,5316.76,4120.17,1196.59,300,214267,56500,10713,287426,80095,64508,0
11/1/2015,BBG,65774445,17750,18.2,643.49,0,70000,1,NV,0,18907,98,9060.24,4885.64,2818.29,643.49,59955,19350,4282,76356,59955,56086,1
6/1/2017,S&P,110084380,8000,16.02,281.34,1,30000,0,IL,1,4,0,1938.53,1362.94,575.59,562.68,95703,43400,8700,114563,95703,71163,0
6/1/2017,Reuters,111317630,10000,16.02,351.67,1,0,0,GA,0,4987,86,2101.12,1353.49,747.63,351.67,4987,5800,1247,5800,4987,0,0
11/1/2014,Fake,35833791,16300,14.31,559.56,1,38000,0,WA,0,9695,30.2,17717.18,16300,1417.18,13813.22,24719,32100,2472,47956,24719,15856,0
4/1/2016,BBG,77554474,5850,15.31,203.69,1,101000,1,TX,0,11197,51.8,4068.82,2919.21,1149.61,203.69,11197,21600,1400,21600,11197,0,0
2/1/2016,S&P,69991273,4000,13.67,136.08,1,87000,1,AZ,0,59161,40.1,2967.93,2248.58,719.35,136.08,269649,76700,14981,302276,73513,15626,0
11/1/2012,Reuters,2225231,12000,18.49,436.79,0,68952,1,CA,0,9561,44.5,15532.52458,12000,3532.52,118.74,21271,21500,1934,34841,21271,13341,0
10/1/2016,Fake,90991263,3000,12.79,100.78,1,97000,1,KS,0,13722,79.8,1408.79,1032.69,376.1,100.78,61971,17200,5164,71497,61971,54297,0
3/1/2014,BBG,11256110,12000,15.31,287.44,1,54000,1,OH,0,12725,44.3,8931.24,5069.24,3862,287.44,115719,28700,6807,149518,43726,47276,1
6/1/2015,S&P,53111218,12500,8.18,392.75,1,60000,0,WI,0,12095,42.3,13764.86456,12500,1264.86,6706.72,175255,28600,14605,210292,45311,44543,0
3/1/2015,Reuters,44055762,15000,13.33,343.84,1,50000,1,CA,0,9448,52.8,11335.61,7016.13,4319.48,343.84,26760,17900,3823,48794,26760,30894,0
5/1/2014,Fake,16482232,8600,18.24,311.95,0,125000,0,TX,0,25723,86.9,11014.37,8600,2414.37,3215.62,130448,29600,14494,161875,130448,132275,0
10/1/2014,BBG,28292832,18000,14.99,428.13,1,80000,1,OH,0,12132,65.6,20747.17,18000,2747.17,15609.61,177217,18500,17722,190666,47172,39612,0
2/1/2017,S&P,97729748,10000,11.49,329.72,1,48500,1,NE,0,6620,26,3306.78,2443.14,863.64,329.72,188446,25500,31408,215399,69372,64849,0
5/1/2016,Reuters,77209449,17500,18.25,634.87,0,35000,1,TX,0,24608,51.1,21477.1091,17500,3977.11,10702.06,53207,48200,2660,82533,53207,34333,0
10/1/2013,Fake,8266551,4800,18.55,174.86,0,2.00E+05,1,NM,0,14957,35.3,5285.868232,4800,485.87,4236.85,19498,42400,1773,75738,19498,33338,0
12/1/2016,BBG,95001343,19200,22.74,538.4,0,55000,1,MA,0,32293,70.4,5898.14,2112.84,3785.3,538.4,190822,45900,23853,257295,70269,62395,0
3/1/2017,S&P,100206486,15000,11.49,494.57,1,73000,1,NY,0,6298,96.5,4441.55,3282.22,1159.33,494.57,33514,5800,6703,59336,33514,53536,0
9/1/2012,Reuters,1518794,11150,15.31,388.22,1,50000,1,LA,0,8541,63.3,13666.06028,11150,2516.06,4349.51,72628,13500,7263,85794,72628,72294,0
4/1/2015,Fake,45494991,10000,16.55,354.3,0,51000,1,TX,1,2587,8.5,10009.2,10000,9.2,10018.39,48012,30600,3001,85411,48012,54811,0
10/1/2016,BBG,91497721,20000,13.49,678.61,1,1.00E+05,1,NC,0,24762,71.2,4720.29,3285.59,1434.7,678.61,35774,34800,2981,56675,35774,21875,1
1/1/2017,S&P,96713419,20650,13.99,705.67,1,172000,1,MD,0,62975,96.1,21673.49403,20650,1023.49,19572.53,820650,65500,68388,1016127,133750,90000,0
10/1/2015,Reuters,63569706,25000,13.33,846.33,1,70000,1,NY,0,24096,49.5,21121.22,16282.19,4839.03,846.33,46283,48700,5785,75009,46283,26309,0
10/1/2012,Fake,1635086,6075,12.12,202.13,1,22000,0,CA,0,8024,60.3,7276.476903,6075,1201.48,201.92,8024,13300,892,13300,8024,0,0
4/1/2015,BBG,46426829,10000,20.49,267.68,0,65000,1,GA,0,5120,25.7,8525.92,4078.79,4447.13,267.68,113417,19900,11342,129571,113417,109671,0
9/1/2016,S&P,90087117,3000,11.49,98.92,1,155000,0,NY,0,13617,76.1,1882.96,1580.28,302.68,98.92,31093,17900,3887,42298,31093,24398,0
2/1/2016,Reuters,70823186,35000,9.75,1125.25,1,151000,1,MS,1,45904,64,24736.54,20166.35,4570.19,1125.25,86210,71900,7837,129312,86210,57412,0
10/1/2015,Fake,63134508,25000,8.18,785.49,1,98803,1,CA,0,99041,76,26477.09,25000,1477.09,20149.13,353974,130060,16855,402373,79530,11375,0
2/1/2017,BBG,99219126,9600,14.99,332.75,1,27000,1,MO,0,18657,70.9,3319.51,2250.93,1068.58,332.75,97544,26300,9754,110397,27587,10118,0
5/1/2015,S&P,47018500,15000,16.99,372.71,0,49000,0,FL,0,84266,44.7,10671.05,4104.76,4066.54,372.71,230385,96500,14399,283419,105180,29419,1
2/1/2017,Reuters,98757624,35000,15.99,850.95,1,120000,1,CT,1,19436,28.5,7627.46,3651.51,3975.95,850.95,290416,68100,14521,424327,50478,56227,0
5/1/2014,Fake,14599497,10800,20.49,404.07,0,55000,1,CA,0,10003,71.4,14558.51522,10800,3758.52,403.99,10003,14000,1000,14000,10003,0,0
7/1/2017,BBG,113567187,20000,30.75,656.32,0,130000,1,CA,0,1735,62,2622.59,593.14,1963.81,689.14,98002,2800,8909,101007,98002,98207,0
4/1/2017,S&P,106845459,10000,7.99,313.32,1,64400,0,MA,0,18045,28.5,2502.12,2020.34,481.78,313.32,231906,63300,23191,300379,20819,18579,0
5/1/2016,Reuters,79612512,3000,12.99,101.07,1,60000,1,TX,0,38967,73,1916,1438.42,477.58,101.07,130595,53400,10046,168564,46906,18964,0
12/1/2012,Fake,2144851,35000,22.95,985.67,0,80000,1,NM,0,24398,82.7,59139.24076,35000,24139.24,984.71,38822,29500,3529,50454,38822,20954,0
1/1/2016,BBG,68378285,8000,12.88,269.09,1,39000,1,OR,0,14938,42.1,6226.28,4751.15,1475.13,269.09,21995,35500,1466,49242,21995,13742,0
10/1/2014,S&P,27532264,15000,15.61,524.48,0,68000,1,CA,0,13666,77.2,9367.85,5416.55,2534.93,524.48,33956,17700,3087,40257,33956,22557,1
10/1/2014,Reuters,28502666,6000,12.49,200.7,1,55000,0,CA,0,4498,42,3562.69,2231.87,778.63,200.7,371609,10700,33783,409759,5250,0,1
2/1/2013,Fake,3289651,1500,22.47,57.66,0,17000,0,PA,0,3785,39.8,1555.703434,1500,55.7,1498.11,3785,9500,757,9500,3785,0,0
5/1/2014,BBG,17203101,12000,9.17,382.55,1,68000,0,GA,0,30016,87.5,13154.95,12000,1154.95,7799.25,39405,34300,4378,66354,39405,32054,0
3/1/2014,S&P,12316278,9000,9.67,289.02,1,28000,1,CA,0,320,4.1,10403.47611,9000,1403.48,576.8,48362,7800,3224,51763,48362,43963,0
11/1/2015,Reuters,65191358,15000,11.49,494.57,1,39600,1,CO,0,8791,84.5,12345.1,9859.78,2485.32,494.57,14668,10400,2445,31734,14668,21334,0
9/1/2016,Fake,88037779,4000,8.59,126.44,1,33000,0,MN,0,4402,27.3,1263.23,1010.18,253.05,127.18,11308,16100,1615,37735,11308,21635,1
8/1/2016,BBG,88343236,20000,8.99,635.91,1,80000,0,CO,0,16836,35.9,9528.66,7686.21,1842.45,635.91,181676,46900,9084,214261,181676,167361,0
10/1/2014,S&P,31577899,14325,15.61,345.4,0,32000,1,CA,0,8438,63.9,19062.70476,14325,4737.7,8713.12,32782,13200,4098,41224,32782,28024,0
8/1/2017,Reuters,113851635,12000,15.05,285.8,1,68000,1,PA,1,3994,45.9,1133.17,551.47,581.7,285.8,100161,8700,14309,111900,51800,50700,0
8/1/2017,Fake,115168724,17500,16.02,615.43,1,35000,1,KY,0,19604,60.1,2430.57,1558.08,872.49,615.43,19604,32600,2451,32600,19604,0,0
6/1/2013,BBG,5648538,17050,19.05,625.42,0,65173,1,PA,0,3072,30.4,22035.28001,17050,4985.28,6401.89,211155,10100,23462,253730,30169,52916,0
8/1/2016,S&P,85982879,12000,10.99,392.81,1,42000,1,NV,0,6508,72.3,6270.31,4851.17,1419.14,392.81,15036,9000,3759,18708,15036,9708,0
2/1/2016,Reuters,70834715,15000,7.89,469.29,1,56000,1,GA,0,10694,47.7,10317.8,8743.07,1574.73,469.29,158955,22400,26493,179380,10694,0,0
3/1/2017,Fake,99868760,6000,13.49,203.59,1,19500,1,TX,0,4598,17.3,1624.22,1132.95,491.27,203.59,4598,26600,328,26600,4598,0,0
3/1/2016,BBG,75264109,35000,26.57,1059.76,0,87500,1,MN,0,19692,45.4,49465.76786,35000,14465.77,29381.99,354359,43400,16107,390740,100417,84038,0
4/1/2014,S&P,12276862,9025,17.57,324.34,0,51000,1,CT,0,49934,68,11675.85954,9025,2650.86,323.96,110378,73800,9198,171418,29373,12618,0
7/1/2016,Reuters,84526825,12000,14.49,282.28,1,83000,1,FL,0,8570,62.1,13615.12617,12000,1615.13,10519.71,77409,13800,7741,93978,77409,80178,0
2/1/2017,Fake,98898582,24000,26.24,721.99,0,97000,0,GA,0,12172,60.9,6427.94,1938.12,4489.82,721.99,144836,20000,11141,184234,80336,95734,0
12/1/2013,BBG,9186645,10000,6.62,307.04,1,78000,1,WI,0,9187,73.5,11053.31,10000,1053.31,306.91,79583,12500,3979,96363,79583,83863,0
3/1/2016,S&P,75819468,4900,10.75,159.85,1,76000,0,WA,0,4911,69.2,5163.44,4900,263.44,4367.12,352973,7100,39219,380785,45446,61888,0
3/1/2016,Reuters,74636835,8625,13.67,293.41,1,40000,0,NJ,0,5644,81,6142.44,4599.73,1542.71,293.41,10201,7000,3400,11900,10201,4900,0
7/1/2017,Fake,112581376,16200,26.3,487.92,0,70000,1,IL,0,3691,60.5,2392.26,694.12,1698.14,487.92,70879,6100,14176,76721,70879,70621,0
7/1/2017,BBG,113563879,28000,16.02,681.21,1,115000,1,FL,0,32253,64.1,2762.22,1254.48,1507.74,681.21,287334,50300,22103,321921,36797,16246,0
8/1/2014,S&P,24254686,24000,13.98,558.19,1,86000,1,TX,0,15492,55.5,22347.88,14092.59,8255.29,558.19,37968,27900,3452,77546,37968,49646,0
8/1/2015,Reuters,58664006,7875,15.61,275.35,0,29876,1,SC,0,4352,24.3,9768.848129,7875,1893.85,2610.37,24816,17900,2068,45240,24816,27340,0
7/1/2015,Fake,55949494,8800,9.17,280.54,1,110000,1,OH,0,73118,54.7,7004.53,5851.2,1153.33,280.54,289414,133700,17024,358200,115052,47000,0
10/1/2016,BBG,90125395,12000,5.32,361.38,1,86000,0,MI,0,22803,54.6,5455.77,4864.7,591.07,361.38,125055,41800,15632,160300,35536,20000,0
6/1/2016,S&P,80581498,36000,9.75,1157.4,1,90220,1,MA,0,39145,56.8,20813.7,16691.42,4122.28,1157.4,424426,68900,26527,486014,48627,10088,0
6/1/2017,Reuters,109992452,19200,15.05,457.28,1,76000,0,MO,0,21230,57.4,2727.63,1340.29,1387.34,457.28,239304,37000,14077,264690,106043,91058,0
7/1/2017,Fake,111057216,8000,12.62,268.09,1,55000,0,CO,0,6963,42.7,1080.13,747.52,332.61,268.09,317364,16300,26447,326469,62815,54977,0
9/1/2015,BBG,60677375,18000,6.24,549.56,1,226000,1,UT,0,20211,49.4,19305.0752,18000,1305.08,10503.36,368046,40900,26289,439100,98542,111480,0
1/1/2017,S&P,96302277,15000,15.99,364.7,1,36000,0,ID,0,11968,44,4065.01,1935.63,2129.38,364.7,114549,27200,16364,130985,11968,0,0
8/1/2016,Reuters,86107263,5000,12.79,167.97,1,53000,1,NY,0,1031,15.9,2680.41,1989.08,691.33,167.97,1031,6500,258,6500,1031,0,0
9/1/2013,Fake,7087099,25000,16.78,888.59,1,75000,1,FL,0,35886,86.3,30323.8322,25000,5323.83,443.31,52143,41600,4345,72547,52143,30947,0
6/1/2016,BBG,80958120,10000,5.32,301.15,1,150000,0,MN,1,7798,10.5,10355.9639,10000,355.96,7388.81,220212,74400,27527,353952,49275,77552,0
4/1/2016,S&P,77366286,12000,5.32,361.38,1,1.00E+05,0,CO,1,668,2.7,12001.83,12000,1.83,12008.92,392559,24800,26171,449047,64514,81337,0
2/1/2015,Reuters,40922588,9000,16.99,320.83,0,65000,1,RI,0,9075,47.3,9809.25,9000,809.25,4368.6,26880,19200,1680,44681,26880,25481,0
3/1/2015,Fake,41630344,24000,11.53,791.77,1,133400,1,CO,0,7694,81,27395.79,24000,3395.79,13159.3,201773,9500,40355,209260,7694,0,0
3/1/2016,BBG,73292563,17000,5.32,511.96,1,75000,1,IL,0,9880,32.7,10746.14,9586.57,1159.57,511.96,9947,30200,1989,30344,9947,0,0
5/1/2014,S&P,15310397,16000,12.49,535.19,1,75500,1,WI,0,2040,19.4,18627.55,16000,2627.55,8458.94,20073,10500,5018,32352,20073,21852,0
12/1/2013,Reuters,8610467,25000,18.25,638.25,0,60000,1,MT,0,14160,57.8,14495.03,4961.38,5884.25,638.25,34655,24500,2666,53357,34655,28857,1
1/1/2015,Fake,38321649,9975,17.14,356.34,0,28000,1,SD,0,12939,82.4,12462.4,9624.08,2838.32,356.34,63561,15700,5297,66681,63561,50981,0
11/1/2013,BBG,8624786,18000,16.2,439.65,1,72760,1,MD,0,28723,82.3,8137.9,4739.62,3398.28,1900,28723,34900,3590,34900,28723,0,1
9/1/2015,S&P,60852279,10000,17.57,251.61,0,48000,1,IN,0,4235,40.3,6532.1,3299.5,3232.6,251.61,43622,10500,4847,61969,43622,51469,0
11/1/2016,Reuters,92193275,12000,5.32,361.38,1,78900,1,VA,1,10546,41.7,4694.39,4114.66,579.73,361.38,14651,25300,2442,44800,14651,19500,0
1/1/2014,Fake,10169475,30000,15.61,723.34,1,95000,1,CA,0,23031,39.2,41986.95143,30000,11986.95,12330.01,30697,58700,3837,74078,30697,14178,0
9/1/2012,BBG,1533335,12000,14.33,412.06,1,46000,1,CA,0,14722,57.5,13078.20003,12000,1078.2,265.11,23258,25600,4652,38103,23258,12503,0
2/1/2015,S&P,40590506,18000,9.49,576.51,1,47000,1,GA,0,1891,47.3,19597.48,16850.1,2747.38,576.51,25314,4000,5063,45453,25314,41453,0
5/1/2016,Reuters,78468616,10200,23.32,289.43,0,50000,1,MO,0,8364,26.6,3807.28,1334.33,2472.95,289.43,101632,31500,5978,142084,48538,49754,1
5/1/2016,Fake,79072800,7000,20.99,263.69,0,40000,1,FL,0,12414,35.5,8392.406156,7000,1392.41,5236.29,164632,35000,8232,186999,39913,27499,0
1/1/2017,BBG,96104148,2000,11.44,65.9,1,21000,1,NV,0,13256,55,657.73,488.94,168.79,65.9,13256,24100,3314,24100,13256,0,0
4/1/2014,S&P,14438376,7800,14.16,267.2,1,45760,1,MD,0,14696,40.9,4542.4,3276.11,1266.29,267.2,202232,35900,14445,238507,38102,31688,1
10/1/2014,Reuters,28713633,20000,7.69,623.88,1,70000,1,CT,0,19186,40.1,22450.77958,20000,2450.78,623.52,64582,47800,5871,130730,64582,82687,0
3/1/2017,Fake,99893514,6300,7.99,197.4,1,50000,0,NH,0,5353,20.3,6614.566474,6300,314.57,5235.57,199831,26400,14274,228446,21507,21846,0
6/1/2015,BBG,51175437,14000,13.33,320.92,1,49000,0,FL,0,15743,72.9,17663.00136,14000,3663,9018.9,170939,21600,14245,187667,46370,38422,0
8/1/2015,S&P,57418548,9000,14.65,310.45,1,50000,1,MA,0,18158,94.1,8695.62,6645.79,2049.83,310.45,206778,19300,25847,228974,28577,20774,0
11/1/2016,Reuters,93021603,8000,15.99,281.22,1,36000,1,MI,0,4236,31.4,3647.63,2460.73,1186.9,281.22,143961,13500,15996,157856,16974,15822,0
1/1/2017,Fake,96314052,3000,18.99,109.96,0,50000,1,CA,0,8548,81.4,1206.4,744.04,462.36,109.96,17299,10500,5766,23516,17299,13016,0
9/1/2017,BBG,118332800,24000,5.32,722.76,1,185000,1,NY,1,24806,36.7,2186.02,1857.29,328.73,722.76,563519,67600,37568,660383,58046,70783,0
8/1/2017,S&P,115394693,20000,10.42,649.3,1,78000,0,FL,0,34283,42.9,2521.94,1927.46,594.48,649.3,51050,80000,3191,110000,51050,30000,0
6/1/2017,Reuters,111693774,7000,7.35,217.27,1,77842,1,CA,0,8241,24.5,7176.344506,7000,176.34,6527.39,26614,33700,2957,63700,26614,30000,0
8/1/2017,Fake,116680783,9600,13.59,326.2,1,80000,1,MI,0,9449,70.5,1297.55,884.81,412.74,326.2,13311,13400,2662,21008,13311,7608,0
8/1/2016,BBG,86973100,7000,15.59,244.69,1,65000,1,LA,0,29276,41.6,3946.37,2714.83,1231.54,244.69,147819,70400,8212,220656,50915,43550,0
12/1/2015,S&P,66443657,14825,17.57,373,0,61000,1,MI,0,3786,77.3,8923.06,4445.84,4477.22,373,21742,4900,4348,33116,21742,28216,0
2/1/2016,Reuters,71925437,17675,16.29,623.94,0,95000,0,CA,0,7160,43.7,6223.4,4083.29,2140.11,623.94,117971,16400,19662,154412,117971,138012,1
10/1/2014,Fake,30746063,10000,7.12,309.32,1,52000,0,CT,0,8607,43.5,10203.6,9082.64,1120.96,309.32,170774,19800,14231,210381,21472,15281,1
10/1/2014,BBG,30044696,7125,10.99,233.23,1,31200,0,NH,0,7993,84.1,4589.27,3267.98,944.36,251.78,49867,9500,4156,56204,49867,46704,1
11/1/2013,S&P,8578876,20000,9.67,642.25,1,78000,1,TX,1,6774,17.6,22295.98,20000,2295.98,11379.79,166357,35800,12797,209758,98923,104399,0
5/1/2017,Reuters,110064137,1200,7.35,37.25,1,36813,0,MN,1,4358,23.4,1205.39,1200,5.39,1205.88,25507,18600,4251,41318,25507,22718,0
8/1/2016,Fake,87073182,18000,10.99,589.22,1,76000,1,NY,0,9853,53.5,9405.54,7276.84,2128.7,589.22,9853,18400,1971,18400,9853,0,0
1/1/2016,BBG,68526906,24000,8.49,757.51,1,103000,0,MI,1,21847,34.5,26421.24424,24000,2421.24,1536.17,239482,63300,15965,310425,71884,70275,0
5/1/2013,S&P,5385964,17325,6.03,527.3,1,125000,1,NY,1,11627,11.7,17539.09525,17325,214.1,8187.67,456571,77700,50730,560170,28612,37270,0
8/1/2015,Reuters,57094705,14000,10.99,458.28,1,45000,1,PA,1,4763,18.6,15335.35,14000,1335.35,6044.54,106276,25600,13285,133122,106276,107522,0
9/1/2015,Fake,59241585,18000,7.26,557.94,1,74000,1,OK,1,17698,27.4,16513.56,14627.51,1886.05,2057.938473,193989,64500,21554,255337,52146,42837,0
8/1/2016,BBG,87015054,24000,5.32,722.76,1,1.00E+05,0,TN,0,12638,49.6,11576.72,10195.87,1380.85,722.76,242243,25500,24224,270785,60658,50638,0
2/1/2016,S&P,69942980,12000,8.39,378.2,1,65000,0,FL,1,6372,17.7,7936.61,6632.16,1304.45,378.2,57918,36100,4137,101322,57918,65222,0
3/1/2013,Reuters,3696236,24000,11.14,787.33,1,125208,1,CA,0,24070,50,28343.51184,24000,4343.51,786.96,555649,48100,29245,595100,24070,0,0
1/1/2015,Fake,40430562,24000,8.67,759.52,1,190000,1,CA,0,18991,95.9,25800.56,22497.55,3303.01,759.52,121243,19800,40414,136350,18991,0,0
5/1/2014,BBG,15289336,10000,13.65,340.08,1,38000,1,TX,0,6603,44.9,12263.30333,10000,2263.3,1015.61,30090,14700,2735,43332,30090,28632,0
7/1/2013,S&P,5876000,16000,22.7,448.3,0,85000,1,MD,0,5905,29.4,3584.53,445.01,899.26,448.3,42106,20100,3828,66054,42106,45954,1
3/1/2015,Reuters,42405570,23875,18.84,617.24,0,65000,1,UT,0,7844,74.7,20293.95,10376.85,9917.1,617.24,20991,10500,4198,31337,20991,20837,0
1/1/2013,Fake,3107579,19200,16.29,677.77,1,60000,1,MO,0,10932,51.1,24013.11998,19200,4813.12,6395.96,34896,21400,4362,54807,34896,33407,0
5/1/2013,BBG,4565581,12750,15.31,443.93,1,47756,0,VT,0,14340,59,15981.06962,12750,3231.07,443.51,38641,24300,3864,48993,38641,24693,0
10/1/2014,S&P,29053402,20000,16.29,489.45,0,56000,1,CA,0,22728,92.8,23404.81,20000,3404.81,17531.41,99171,25500,6198,103557,99171,78057,0
9/1/2013,Reuters,7081882,10000,9.71,321.32,1,50000,0,NV,0,10817,30.7,11095.24,10000,1095.24,6277.07,75986,35200,9498,118041,20304,11018,0
11/1/2013,Fake,8960854,20000,17.1,498.13,1,1.00E+05,1,MD,0,12039,92.6,24975.48,20000,4975.48,16009.26,247148,13000,30894,287484,28148,23484,0
8/1/2016,BBG,86463691,9000,7.99,281.99,1,70000,1,TX,0,39239,88,4503.85,3736.1,767.75,281.99,56068,44630,3737,67688,59301,23058,0
6/1/2017,S&P,111510353,12000,11.99,398.52,1,88000,0,CA,0,8435,28.3,1984.61,1421.22,563.39,398.52,48279,29800,2840,91723,48279,61923,0
4/1/2013,Reuters,3929398,24000,7.9,750.97,1,85000,1,CA,1,5734,11.1,7650.83,4854.52,1153.24,750.97,48109,51600,4374,106270,48109,54670,1
7/1/2016,Fake,84384354,18775,26.99,573.19,0,49410,1,AR,0,24141,82.4,8151.84,1671.36,4004.24,573.19,53191,29300,4092,58621,53191,29321,1
8/1/2013,BBG,6715656,19075,10.64,621.25,1,42921,0,TX,0,17060,84.5,21509.50001,19075,2434.5,10952.49,84410,18900,14068,93300,17060,0,0
3/1/2013,S&P,3645157,11125,14.09,380.72,1,34000,0,NC,0,22651,41.6,8236.5,5281.38,2122.37,100,22651,54495,1888,54495,22651,0,1
12/1/2016,Reuters,95206625,15000,13.99,348.95,1,57312,1,IN,0,9673,13.7,4164.08,2228.19,1935.89,348.95,146046,70500,10432,218028,17250,16000,0
12/1/2016,Fake,95108073,16000,22.74,448.67,0,125000,0,NY,0,57748,86.4,5363.83,1939.58,3424.25,448.67,494878,66800,26046,520671,152612,103851,0
1/1/2015,BBG,39847191,20000,15.59,482.02,0,147000,1,FL,0,10160,30.1,25831.96822,20000,5831.97,13798.79,395226,33800,28230,437201,55539,56393,0
7/1/2014,S&P,20047667,8000,12.49,267.6,1,45000,0,TX,0,10474,71.3,9633.193533,8000,1633.19,267.19,20808,14700,2312,27362,20808,12662,0
3/1/2015,Reuters,42433875,29325,12.29,656.63,1,85000,1,GA,0,26076,68.4,21727.64,13904.9,7822.74,656.63,234752,38100,16768,272517,106648,100873,0
5/1/2013,Fake,5374970,10000,10.16,323.43,1,42700,0,OK,0,6067,31.1,11643.21129,10000,1643.21,323.16,6067,19500,758,19500,6067,0,0
3/1/2013,BBG,3696760,20000,17.27,499.96,1,53000,1,AR,0,14732,56,27185.46,20000,7185.46,12690.78,14732,26323,4911,26323,14732,0,0
1/1/2013,S&P,3105937,11500,14.33,394.89,1,33000,1,NC,0,10675,77.4,14215.97102,11500,2715.97,394.82,20896,13800,2612,30115,20896,16315,0
11/1/2014,Reuters,34812981,8400,6.99,259.33,1,60000,0,CA,0,8467,32.1,9314.193514,8400,914.19,1537.55,8467,26400,1210,26400,8467,0,0
10/1/2013,Fake,7377126,5000,14.3,171.62,1,35000,1,IL,0,6822,47.7,6178.212412,5000,1178.21,171.51,32362,14300,4623,49086,32362,34786,0
4/1/2015,BBG,46428713,12000,12.29,268.7,1,106000,1,GA,0,3094,14.7,13982.44,12000,1982.44,9430.93,101444,21000,4831,121555,101444,100555,0
7/1/2017,S&P,112756381,7000,9.93,225.65,1,30652,1,MO,0,5161,37.1,7150.569499,7000,150.57,6720.09,70409,13900,11735,86198,70409,72298,0
12/1/2014,Reuters,36681455,5400,11.99,179.34,1,125000,0,AZ,0,29282,87.4,6293.21,5400,893.21,2530.67,419323,33500,34944,453595,78688,58845,0
2/1/2016,Fake,70613087,14000,5.32,421.61,1,63888,0,CA,1,11873,67.8,9849.67,8910.45,939.22,421.61,338526,17500,42316,358312,18651,15812,0
